전출지,전입지,계
전국,서울,893566
전국,서울 종로구,14483
전국,서울 중구,14333
전국,서울 용산구,20930
전국,서울 성동구,25915
전국,서울 광진구,34019
전국,서울 동대문구,34346
전국,서울 중랑구,32574
전국,서울 성북구,35939
전국,서울 강북구,23457
전국,서울 도봉구,21690
전국,서울 노원구,35749
전국,서울 은평구,37371
전국,서울 서대문구,28045
전국,서울 마포구,37769
전국,서울 양천구,28566
전국,서울 강서구,53856
전국,서울 구로구,31334
전국,서울 금천구,24233
전국,서울 영등포구,43485
전국,서울 동작구,41605
전국,서울 관악구,70452
전국,서울 서초구,35475
전국,서울 강남구,59730
전국,서울 송파구,59246
전국,서울 강동구,48964
서울,전국,898994
서울,서울,535558
서울,서울 종로구,8304
서울,서울 중구,8923
서울,서울 용산구,13141
서울,서울 성동구,15932
서울,서울 광진구,19934
서울,서울 동대문구,19645
서울,서울 중랑구,21837
서울,서울 성북구,21050
서울,서울 강북구,15664
서울,서울 도봉구,14486
서울,서울 노원구,21100
서울,서울 은평구,23913
서울,서울 서대문구,15425
서울,서울 마포구,22533
서울,서울 양천구,18201
서울,서울 강서구,32326
서울,서울 구로구,17678
서울,서울 금천구,13389
서울,서울 영등포구,25535
서울,서울 동작구,22975
서울,서울 관악구,36605
서울,서울 서초구,22034
서울,서울 강남구,36694
서울,서울 송파구,36365
서울,서울 강동구,31869
서울,부산,10704
서울,부산 중구,170
서울,부산 서구,312
서울,부산 동구,274
서울,부산 영도구,252
서울,부산 부산진구,1277
서울,부산 동래구,808
서울,부산 남구,910
서울,부산 북구,626
서울,부산 해운대구,1783
서울,부산 사하구,628
서울,부산 금정구,747
서울,부산 강서구,418
서울,부산 연제구,700
서울,부산 수영구,909
서울,부산 사상구,448
서울,부산 기장군,442
서울,대구,7622
서울,대구 중구,491
서울,대구 동구,1242
서울,대구 서구,365
서울,대구 남구,436
서울,대구 북구,1198
서울,대구 수성구,1888
서울,대구 달서구,1403
서울,대구 달성군,556
서울,대구 군위군,43
서울,인천,33717
서울,인천 중구,3289
서울,인천 동구,311
서울,인천 미추홀구,3792
서울,인천 연수구,4863
서울,인천 남동구,3695
서울,인천 부평구,5488
서울,인천 계양구,3109
서울,인천 서구,8129
서울,인천 강화군,842
서울,인천 옹진군,199
서울,광주,5687
서울,광주 동구,613
서울,광주 서구,1371
서울,광주 남구,808
서울,광주 북구,1628
서울,광주 광산구,1267
서울,대전,9129
서울,대전 동구,1124
서울,대전 중구,1048
서울,대전 서구,3006
서울,대전 유성구,3235
서울,대전 대덕구,716
서울,울산,3534
서울,울산 중구,606
서울,울산 남구,1254
서울,울산 동구,421
서울,울산 북구,568
서울,울산 울주군,685
서울,세종,3505
서울,세종,3505
서울,경기,209687
서울,경기 수원시,13806
서울,경기 성남시,16231
서울,경기 의정부시,9666
서울,경기 안양시,9006
서울,경기 부천시,11226
서울,경기 광명시,5533
서울,경기 평택시,5885
서울,경기 동두천시,1074
서울,경기 안산시,5097
서울,경기 고양시,21359
서울,경기 과천시,2301
서울,경기 구리시,4398
서울,경기 남양주시,14192
서울,경기 오산시,2322
서울,경기 시흥시,5301
서울,경기 군포시,2849
서울,경기 의왕시,1731
서울,경기 하남시,9727
서울,경기 용인시,15116
서울,경기 파주시,7829
서울,경기 이천시,2816
서울,경기 안성시,2195
서울,경기 김포시,8819
서울,경기 화성시,10156
서울,경기 광주시,5606
서울,경기 양주시,7391
서울,경기 포천시,1934
서울,경기 여주시,1262
서울,경기 연천군,529
서울,경기 가평군,1277
서울,경기 양평군,3053
서울,강원,13997
서울,강원 춘천시,2925
서울,강원 원주시,3254
서울,강원 강릉시,1649
서울,강원 동해시,540
서울,강원 태백시,205
서울,강원 속초시,884
서울,강원 삼척시,475
서울,강원 홍천군,720
서울,강원 횡성군,507
서울,강원 영월군,301
서울,강원 평창군,467
서울,강원 정선군,249
서울,강원 철원군,426
서울,강원 화천군,264
서울,강원 양구군,174
서울,강원 인제군,359
서울,강원 고성군,256
서울,강원 양양군,342
서울,충북,9843
서울,충북 청주시,4834
서울,충북 충주시,1529
서울,충북 제천시,847
서울,충북 보은군,130
서울,충북 옥천군,168
서울,충북 영동군,249
서울,충북 증평군,229
서울,충북 진천군,607
서울,충북 괴산군,289
서울,충북 음성군,794
서울,충북 단양군,167
서울,충남,15164
서울,충남 천안시,5214
서울,충남 공주시,560
서울,충남 보령시,577
서울,충남 아산시,2632
서울,충남 서산시,1245
서울,충남 논산시,531
서울,충남 계룡시,420
서울,충남 당진시,1239
서울,충남 금산군,234
서울,충남 부여군,305
서울,충남 서천군,317
서울,충남 청양군,184
서울,충남 홍성군,715
서울,충남 예산군,515
서울,충남 태안군,476
서울,전특,8601
서울,전특 전주시,3317
서울,전특 군산시,1125
서울,전특 익산시,1232
서울,전특 정읍시,533
서울,전특 남원시,384
서울,전특 김제시,310
서울,전특 완주군,468
서울,전특 진안군,113
서울,전특 무주군,128
서울,전특 장수군,87
서울,전특 임실군,128
서울,전특 순창군,176
서울,전특 고창군,323
서울,전특 부안군,277
서울,전남,7420
서울,전남 목포시,843
서울,전남 여수시,1057
서울,전남 순천시,1070
서울,전남 나주시,529
서울,전남 광양시,602
서울,전남 담양군,140
서울,전남 곡성군,149
서울,전남 구례군,147
서울,전남 고흥군,317
서울,전남 보성군,156
서울,전남 화순군,186
서울,전남 장흥군,147
서울,전남 강진군,156
서울,전남 해남군,240
서울,전남 영암군,238
서울,전남 무안군,397
서울,전남 함평군,126
서울,전남 영광군,270
서울,전남 장성군,191
서울,전남 완도군,156
서울,전남 진도군,126
서울,전남 신안군,177
서울,경북,9738
서울,경북 포항시,1857
서울,경북 경주시,961
서울,경북 김천시,632
서울,경북 안동시,790
서울,경북 구미시,1326
서울,경북 영주시,586
서울,경북 영천시,280
서울,경북 상주시,379
서울,경북 문경시,427
서울,경북 경산시,916
서울,경북 의성군,126
서울,경북 청송군,67
서울,경북 영양군,64
서울,경북 영덕군,99
서울,경북 청도군,76
서울,경북 고령군,55
서울,경북 성주군,84
서울,경북 칠곡군,257
서울,경북 예천군,295
서울,경북 봉화군,132
서울,경북 울진군,259
서울,경북 울릉군,70
서울,경남,9314
서울,경남 창원시,2864
서울,경남 진주시,1192
서울,경남 통영시,353
서울,경남 사천시,372
서울,경남 김해시,1267
서울,경남 밀양시,252
서울,경남 거제시,845
서울,경남 양산시,830
서울,경남 의령군,77
서울,경남 함안군,111
서울,경남 창녕군,127
서울,경남 고성군,102
서울,경남 남해군,140
서울,경남 하동군,134
서울,경남 산청군,111
서울,경남 함양군,161
서울,경남 거창군,271
서울,경남 합천군,105
서울,제주,5774
서울,제주 제주시,3924
서울,제주 서귀포시,1850
서울 종로구,전국,14421
서울 종로구,서울,9139
서울 종로구,서울 종로구,1493
서울 종로구,서울 중구,437
서울 종로구,서울 용산구,282
서울 종로구,서울 성동구,276
서울 종로구,서울 광진구,187
서울 종로구,서울 동대문구,496
서울 종로구,서울 중랑구,187
서울 종로구,서울 성북구,974
서울 종로구,서울 강북구,303
서울 종로구,서울 도봉구,182
서울 종로구,서울 노원구,208
서울 종로구,서울 은평구,501
서울 종로구,서울 서대문구,620
서울 종로구,서울 마포구,428
서울 종로구,서울 양천구,143
서울 종로구,서울 강서구,220
서울 종로구,서울 구로구,133
서울 종로구,서울 금천구,92
서울 종로구,서울 영등포구,306
서울 종로구,서울 동작구,205
서울 종로구,서울 관악구,287
서울 종로구,서울 서초구,289
서울 종로구,서울 강남구,421
서울 종로구,서울 송파구,279
서울 종로구,서울 강동구,190
서울 종로구,부산,240
서울 종로구,부산 중구,4
서울 종로구,부산 서구,6
서울 종로구,부산 동구,9
서울 종로구,부산 영도구,9
서울 종로구,부산 부산진구,29
서울 종로구,부산 동래구,17
서울 종로구,부산 남구,17
서울 종로구,부산 북구,13
서울 종로구,부산 해운대구,41
서울 종로구,부산 사하구,4
서울 종로구,부산 금정구,17
서울 종로구,부산 강서구,9
서울 종로구,부산 연제구,19
서울 종로구,부산 수영구,26
서울 종로구,부산 사상구,10
서울 종로구,부산 기장군,10
서울 종로구,대구,163
서울 종로구,대구 중구,9
서울 종로구,대구 동구,20
서울 종로구,대구 서구,7
서울 종로구,대구 남구,5
서울 종로구,대구 북구,21
서울 종로구,대구 수성구,56
서울 종로구,대구 달서구,31
서울 종로구,대구 달성군,13
서울 종로구,대구 군위군,1
서울 종로구,인천,421
서울 종로구,인천 중구,38
서울 종로구,인천 동구,4
서울 종로구,인천 미추홀구,65
서울 종로구,인천 연수구,86
서울 종로구,인천 남동구,56
서울 종로구,인천 부평구,63
서울 종로구,인천 계양구,29
서울 종로구,인천 서구,68
서울 종로구,인천 강화군,9
서울 종로구,인천 옹진군,3
서울 종로구,광주,111
서울 종로구,광주 동구,17
서울 종로구,광주 서구,31
서울 종로구,광주 남구,15
서울 종로구,광주 북구,28
서울 종로구,광주 광산구,20
서울 종로구,대전,161
서울 종로구,대전 동구,18
서울 종로구,대전 중구,23
서울 종로구,대전 서구,44
서울 종로구,대전 유성구,71
서울 종로구,대전 대덕구,5
서울 종로구,울산,60
서울 종로구,울산 중구,14
서울 종로구,울산 남구,18
서울 종로구,울산 동구,7
서울 종로구,울산 북구,11
서울 종로구,울산 울주군,10
서울 종로구,세종,70
서울 종로구,세종,70
서울 종로구,경기,2705
서울 종로구,경기 수원시,200
서울 종로구,경기 성남시,245
서울 종로구,경기 의정부시,103
서울 종로구,경기 안양시,100
서울 종로구,경기 부천시,103
서울 종로구,경기 광명시,56
서울 종로구,경기 평택시,83
서울 종로구,경기 동두천시,23
서울 종로구,경기 안산시,69
서울 종로구,경기 고양시,351
서울 종로구,경기 과천시,36
서울 종로구,경기 구리시,39
서울 종로구,경기 남양주시,146
서울 종로구,경기 오산시,21
서울 종로구,경기 시흥시,55
서울 종로구,경기 군포시,32
서울 종로구,경기 의왕시,27
서울 종로구,경기 하남시,76
서울 종로구,경기 용인시,209
서울 종로구,경기 파주시,121
서울 종로구,경기 이천시,42
서울 종로구,경기 안성시,45
서울 종로구,경기 김포시,93
서울 종로구,경기 화성시,135
서울 종로구,경기 광주시,72
서울 종로구,경기 양주시,107
서울 종로구,경기 포천시,20
서울 종로구,경기 여주시,17
서울 종로구,경기 연천군,6
서울 종로구,경기 가평군,24
서울 종로구,경기 양평군,49
서울 종로구,강원,241
서울 종로구,강원 춘천시,44
서울 종로구,강원 원주시,61
서울 종로구,강원 강릉시,25
서울 종로구,강원 동해시,5
서울 종로구,강원 태백시,2
서울 종로구,강원 속초시,11
서울 종로구,강원 삼척시,8
서울 종로구,강원 홍천군,9
서울 종로구,강원 횡성군,11
서울 종로구,강원 영월군,3
서울 종로구,강원 평창군,15
서울 종로구,강원 정선군,6
서울 종로구,강원 철원군,4
서울 종로구,강원 화천군,8
서울 종로구,강원 양구군,5
서울 종로구,강원 인제군,10
서울 종로구,강원 고성군,7
서울 종로구,강원 양양군,7
서울 종로구,충북,154
서울 종로구,충북 청주시,94
서울 종로구,충북 충주시,12
서울 종로구,충북 제천시,13
서울 종로구,충북 보은군,1
서울 종로구,충북 옥천군,1
서울 종로구,충북 영동군,4
서울 종로구,충북 증평군,4
서울 종로구,충북 진천군,14
서울 종로구,충북 괴산군,1
서울 종로구,충북 음성군,10
서울 종로구,충북 단양군,0
서울 종로구,충남,224
서울 종로구,충남 천안시,79
서울 종로구,충남 공주시,10
서울 종로구,충남 보령시,7
서울 종로구,충남 아산시,34
서울 종로구,충남 서산시,16
서울 종로구,충남 논산시,8
서울 종로구,충남 계룡시,7
서울 종로구,충남 당진시,21
서울 종로구,충남 금산군,3
서울 종로구,충남 부여군,7
서울 종로구,충남 서천군,7
서울 종로구,충남 청양군,2
서울 종로구,충남 홍성군,10
서울 종로구,충남 예산군,3
서울 종로구,충남 태안군,10
서울 종로구,전특,146
서울 종로구,전특 전주시,55
서울 종로구,전특 군산시,21
서울 종로구,전특 익산시,25
서울 종로구,전특 정읍시,7
서울 종로구,전특 남원시,4
서울 종로구,전특 김제시,4
서울 종로구,전특 완주군,9
서울 종로구,전특 진안군,4
서울 종로구,전특 무주군,3
서울 종로구,전특 장수군,1
서울 종로구,전특 임실군,4
서울 종로구,전특 순창군,2
서울 종로구,전특 고창군,7
서울 종로구,전특 부안군,0
서울 종로구,전남,126
서울 종로구,전남 목포시,15
서울 종로구,전남 여수시,20
서울 종로구,전남 순천시,13
서울 종로구,전남 나주시,8
서울 종로구,전남 광양시,6
서울 종로구,전남 담양군,3
서울 종로구,전남 곡성군,4
서울 종로구,전남 구례군,5
서울 종로구,전남 고흥군,8
서울 종로구,전남 보성군,3
서울 종로구,전남 화순군,2
서울 종로구,전남 장흥군,1
서울 종로구,전남 강진군,1
서울 종로구,전남 해남군,3
서울 종로구,전남 영암군,6
서울 종로구,전남 무안군,10
서울 종로구,전남 함평군,2
서울 종로구,전남 영광군,4
서울 종로구,전남 장성군,4
서울 종로구,전남 완도군,4
서울 종로구,전남 진도군,1
서울 종로구,전남 신안군,3
서울 종로구,경북,171
서울 종로구,경북 포항시,32
서울 종로구,경북 경주시,24
서울 종로구,경북 김천시,8
서울 종로구,경북 안동시,12
서울 종로구,경북 구미시,27
서울 종로구,경북 영주시,8
서울 종로구,경북 영천시,3
서울 종로구,경북 상주시,4
서울 종로구,경북 문경시,7
서울 종로구,경북 경산시,15
서울 종로구,경북 의성군,2
서울 종로구,경북 청송군,4
서울 종로구,경북 영양군,1
서울 종로구,경북 영덕군,2
서울 종로구,경북 청도군,2
서울 종로구,경북 고령군,0
서울 종로구,경북 성주군,3
서울 종로구,경북 칠곡군,8
서울 종로구,경북 예천군,4
서울 종로구,경북 봉화군,0
서울 종로구,경북 울진군,3
서울 종로구,경북 울릉군,2
서울 종로구,경남,170
서울 종로구,경남 창원시,54
서울 종로구,경남 진주시,18
서울 종로구,경남 통영시,10
서울 종로구,경남 사천시,7
서울 종로구,경남 김해시,20
서울 종로구,경남 밀양시,7
서울 종로구,경남 거제시,20
서울 종로구,경남 양산시,10
서울 종로구,경남 의령군,2
서울 종로구,경남 함안군,3
서울 종로구,경남 창녕군,0
서울 종로구,경남 고성군,4
서울 종로구,경남 남해군,0
서울 종로구,경남 하동군,7
서울 종로구,경남 산청군,1
서울 종로구,경남 함양군,2
서울 종로구,경남 거창군,1
서울 종로구,경남 합천군,4
서울 종로구,제주,119
서울 종로구,제주 제주시,84
서울 종로구,제주 서귀포시,35
서울 중구,전국,13803
서울 중구,서울,8950
서울 중구,서울 종로구,405
서울 중구,서울 중구,1707
서울 중구,서울 용산구,466
서울 중구,서울 성동구,786
서울 중구,서울 광진구,243
서울 중구,서울 동대문구,486
서울 중구,서울 중랑구,180
서울 중구,서울 성북구,465
서울 중구,서울 강북구,211
서울 중구,서울 도봉구,124
서울 중구,서울 노원구,216
서울 중구,서울 은평구,269
서울 중구,서울 서대문구,289
서울 중구,서울 마포구,459
서울 중구,서울 양천구,117
서울 중구,서울 강서구,206
서울 중구,서울 구로구,111
서울 중구,서울 금천구,56
서울 중구,서울 영등포구,320
서울 중구,서울 동작구,236
서울 중구,서울 관악구,282
서울 중구,서울 서초구,312
서울 중구,서울 강남구,438
서울 중구,서울 송파구,308
서울 중구,서울 강동구,258
서울 중구,부산,215
서울 중구,부산 중구,1
서울 중구,부산 서구,10
서울 중구,부산 동구,5
서울 중구,부산 영도구,5
서울 중구,부산 부산진구,22
서울 중구,부산 동래구,13
서울 중구,부산 남구,22
서울 중구,부산 북구,14
서울 중구,부산 해운대구,41
서울 중구,부산 사하구,12
서울 중구,부산 금정구,17
서울 중구,부산 강서구,7
서울 중구,부산 연제구,16
서울 중구,부산 수영구,15
서울 중구,부산 사상구,10
서울 중구,부산 기장군,5
서울 중구,대구,143
서울 중구,대구 중구,13
서울 중구,대구 동구,23
서울 중구,대구 서구,5
서울 중구,대구 남구,9
서울 중구,대구 북구,18
서울 중구,대구 수성구,40
서울 중구,대구 달서구,27
서울 중구,대구 달성군,8
서울 중구,대구 군위군,0
서울 중구,인천,405
서울 중구,인천 중구,41
서울 중구,인천 동구,4
서울 중구,인천 미추홀구,34
서울 중구,인천 연수구,79
서울 중구,인천 남동구,52
서울 중구,인천 부평구,49
서울 중구,인천 계양구,38
서울 중구,인천 서구,98
서울 중구,인천 강화군,8
서울 중구,인천 옹진군,2
서울 중구,광주,96
서울 중구,광주 동구,13
서울 중구,광주 서구,24
서울 중구,광주 남구,20
서울 중구,광주 북구,26
서울 중구,광주 광산구,13
서울 중구,대전,141
서울 중구,대전 동구,19
서울 중구,대전 중구,15
서울 중구,대전 서구,41
서울 중구,대전 유성구,56
서울 중구,대전 대덕구,10
서울 중구,울산,67
서울 중구,울산 중구,10
서울 중구,울산 남구,22
서울 중구,울산 동구,6
서울 중구,울산 북구,13
서울 중구,울산 울주군,16
서울 중구,세종,68
서울 중구,세종,68
서울 중구,경기,2562
서울 중구,경기 수원시,197
서울 중구,경기 성남시,195
서울 중구,경기 의정부시,104
서울 중구,경기 안양시,104
서울 중구,경기 부천시,100
서울 중구,경기 광명시,46
서울 중구,경기 평택시,76
서울 중구,경기 동두천시,14
서울 중구,경기 안산시,65
서울 중구,경기 고양시,305
서울 중구,경기 과천시,29
서울 중구,경기 구리시,52
서울 중구,경기 남양주시,174
서울 중구,경기 오산시,32
서울 중구,경기 시흥시,51
서울 중구,경기 군포시,31
서울 중구,경기 의왕시,9
서울 중구,경기 하남시,100
서울 중구,경기 용인시,240
서울 중구,경기 파주시,103
서울 중구,경기 이천시,38
서울 중구,경기 안성시,26
서울 중구,경기 김포시,85
서울 중구,경기 화성시,134
서울 중구,경기 광주시,55
서울 중구,경기 양주시,77
서울 중구,경기 포천시,19
서울 중구,경기 여주시,12
서울 중구,경기 연천군,4
서울 중구,경기 가평군,26
서울 중구,경기 양평군,59
서울 중구,강원,174
서울 중구,강원 춘천시,27
서울 중구,강원 원주시,43
서울 중구,강원 강릉시,21
서울 중구,강원 동해시,2
서울 중구,강원 태백시,3
서울 중구,강원 속초시,21
서울 중구,강원 삼척시,5
서울 중구,강원 홍천군,11
서울 중구,강원 횡성군,8
서울 중구,강원 영월군,7
서울 중구,강원 평창군,4
서울 중구,강원 정선군,4
서울 중구,강원 철원군,4
서울 중구,강원 화천군,2
서울 중구,강원 양구군,0
서울 중구,강원 인제군,1
서울 중구,강원 고성군,5
서울 중구,강원 양양군,6
서울 중구,충북,141
서울 중구,충북 청주시,61
서울 중구,충북 충주시,18
서울 중구,충북 제천시,21
서울 중구,충북 보은군,2
서울 중구,충북 옥천군,3
서울 중구,충북 영동군,4
서울 중구,충북 증평군,5
서울 중구,충북 진천군,12
서울 중구,충북 괴산군,7
서울 중구,충북 음성군,7
서울 중구,충북 단양군,1
서울 중구,충남,228
서울 중구,충남 천안시,81
서울 중구,충남 공주시,9
서울 중구,충남 보령시,4
서울 중구,충남 아산시,42
서울 중구,충남 서산시,18
서울 중구,충남 논산시,11
서울 중구,충남 계룡시,4
서울 중구,충남 당진시,17
서울 중구,충남 금산군,3
서울 중구,충남 부여군,6
서울 중구,충남 서천군,5
서울 중구,충남 청양군,1
서울 중구,충남 홍성군,12
서울 중구,충남 예산군,9
서울 중구,충남 태안군,6
서울 중구,전특,123
서울 중구,전특 전주시,51
서울 중구,전특 군산시,11
서울 중구,전특 익산시,19
서울 중구,전특 정읍시,8
서울 중구,전특 남원시,10
서울 중구,전특 김제시,4
서울 중구,전특 완주군,7
서울 중구,전특 진안군,4
서울 중구,전특 무주군,1
서울 중구,전특 장수군,0
서울 중구,전특 임실군,2
서울 중구,전특 순창군,0
서울 중구,전특 고창군,4
서울 중구,전특 부안군,2
서울 중구,전남,113
서울 중구,전남 목포시,13
서울 중구,전남 여수시,19
서울 중구,전남 순천시,17
서울 중구,전남 나주시,7
서울 중구,전남 광양시,14
서울 중구,전남 담양군,3
서울 중구,전남 곡성군,3
서울 중구,전남 구례군,1
서울 중구,전남 고흥군,6
서울 중구,전남 보성군,0
서울 중구,전남 화순군,3
서울 중구,전남 장흥군,0
서울 중구,전남 강진군,4
서울 중구,전남 해남군,3
서울 중구,전남 영암군,3
서울 중구,전남 무안군,4
서울 중구,전남 함평군,3
서울 중구,전남 영광군,4
서울 중구,전남 장성군,1
서울 중구,전남 완도군,3
서울 중구,전남 진도군,0
서울 중구,전남 신안군,2
서울 중구,경북,133
서울 중구,경북 포항시,31
서울 중구,경북 경주시,20
서울 중구,경북 김천시,4
서울 중구,경북 안동시,10
서울 중구,경북 구미시,19
서울 중구,경북 영주시,8
서울 중구,경북 영천시,5
서울 중구,경북 상주시,8
서울 중구,경북 문경시,4
서울 중구,경북 경산시,7
서울 중구,경북 의성군,3
서울 중구,경북 청송군,1
서울 중구,경북 영양군,0
서울 중구,경북 영덕군,0
서울 중구,경북 청도군,1
서울 중구,경북 고령군,1
서울 중구,경북 성주군,1
서울 중구,경북 칠곡군,4
서울 중구,경북 예천군,1
서울 중구,경북 봉화군,1
서울 중구,경북 울진군,3
서울 중구,경북 울릉군,1
서울 중구,경남,156
서울 중구,경남 창원시,53
서울 중구,경남 진주시,10
서울 중구,경남 통영시,5
서울 중구,경남 사천시,6
서울 중구,경남 김해시,23
서울 중구,경남 밀양시,5
서울 중구,경남 거제시,10
서울 중구,경남 양산시,14
서울 중구,경남 의령군,0
서울 중구,경남 함안군,3
서울 중구,경남 창녕군,8
서울 중구,경남 고성군,3
서울 중구,경남 남해군,2
서울 중구,경남 하동군,0
서울 중구,경남 산청군,1
서울 중구,경남 함양군,2
서울 중구,경남 거창군,4
서울 중구,경남 합천군,7
서울 중구,제주,88
서울 중구,제주 제주시,56
서울 중구,제주 서귀포시,32
서울 용산구,전국,25687
서울 용산구,서울,16856
서울 용산구,서울 종로구,410
서울 용산구,서울 중구,709
서울 용산구,서울 용산구,3971
서울 용산구,서울 성동구,810
서울 용산구,서울 광진구,336
서울 용산구,서울 동대문구,404
서울 용산구,서울 중랑구,288
서울 용산구,서울 성북구,533
서울 용산구,서울 강북구,257
서울 용산구,서울 도봉구,154
서울 용산구,서울 노원구,271
서울 용산구,서울 은평구,641
서울 용산구,서울 서대문구,529
서울 용산구,서울 마포구,1383
서울 용산구,서울 양천구,295
서울 용산구,서울 강서구,500
서울 용산구,서울 구로구,276
서울 용산구,서울 금천구,146
서울 용산구,서울 영등포구,724
서울 용산구,서울 동작구,836
서울 용산구,서울 관악구,639
서울 용산구,서울 서초구,843
서울 용산구,서울 강남구,1008
서울 용산구,서울 송파구,555
서울 용산구,서울 강동구,338
서울 용산구,부산,304
서울 용산구,부산 중구,7
서울 용산구,부산 서구,5
서울 용산구,부산 동구,10
서울 용산구,부산 영도구,6
서울 용산구,부산 부산진구,28
서울 용산구,부산 동래구,20
서울 용산구,부산 남구,21
서울 용산구,부산 북구,12
서울 용산구,부산 해운대구,69
서울 용산구,부산 사하구,19
서울 용산구,부산 금정구,22
서울 용산구,부산 강서구,15
서울 용산구,부산 연제구,16
서울 용산구,부산 수영구,30
서울 용산구,부산 사상구,9
서울 용산구,부산 기장군,15
서울 용산구,대구,207
서울 용산구,대구 중구,10
서울 용산구,대구 동구,33
서울 용산구,대구 서구,10
서울 용산구,대구 남구,10
서울 용산구,대구 북구,38
서울 용산구,대구 수성구,60
서울 용산구,대구 달서구,30
서울 용산구,대구 달성군,15
서울 용산구,대구 군위군,1
서울 용산구,인천,801
서울 용산구,인천 중구,84
서울 용산구,인천 동구,14
서울 용산구,인천 미추홀구,79
서울 용산구,인천 연수구,141
서울 용산구,인천 남동구,82
서울 용산구,인천 부평구,117
서울 용산구,인천 계양구,79
서울 용산구,인천 서구,183
서울 용산구,인천 강화군,21
서울 용산구,인천 옹진군,1
서울 용산구,광주,148
서울 용산구,광주 동구,13
서울 용산구,광주 서구,39
서울 용산구,광주 남구,23
서울 용산구,광주 북구,44
서울 용산구,광주 광산구,29
서울 용산구,대전,254
서울 용산구,대전 동구,27
서울 용산구,대전 중구,32
서울 용산구,대전 서구,73
서울 용산구,대전 유성구,101
서울 용산구,대전 대덕구,21
서울 용산구,울산,74
서울 용산구,울산 중구,16
서울 용산구,울산 남구,23
서울 용산구,울산 동구,9
서울 용산구,울산 북구,7
서울 용산구,울산 울주군,19
서울 용산구,세종,89
서울 용산구,세종,89
서울 용산구,경기,4920
서울 용산구,경기 수원시,310
서울 용산구,경기 성남시,393
서울 용산구,경기 의정부시,144
서울 용산구,경기 안양시,235
서울 용산구,경기 부천시,259
서울 용산구,경기 광명시,84
서울 용산구,경기 평택시,178
서울 용산구,경기 동두천시,36
서울 용산구,경기 안산시,118
서울 용산구,경기 고양시,647
서울 용산구,경기 과천시,85
서울 용산구,경기 구리시,75
서울 용산구,경기 남양주시,283
서울 용산구,경기 오산시,56
서울 용산구,경기 시흥시,94
서울 용산구,경기 군포시,73
서울 용산구,경기 의왕시,53
서울 용산구,경기 하남시,129
서울 용산구,경기 용인시,471
서울 용산구,경기 파주시,211
서울 용산구,경기 이천시,50
서울 용산구,경기 안성시,46
서울 용산구,경기 김포시,179
서울 용산구,경기 화성시,226
서울 용산구,경기 광주시,124
서울 용산구,경기 양주시,103
서울 용산구,경기 포천시,44
서울 용산구,경기 여주시,29
서울 용산구,경기 연천군,28
서울 용산구,경기 가평군,43
서울 용산구,경기 양평군,114
서울 용산구,강원,349
서울 용산구,강원 춘천시,71
서울 용산구,강원 원주시,81
서울 용산구,강원 강릉시,47
서울 용산구,강원 동해시,14
서울 용산구,강원 태백시,5
서울 용산구,강원 속초시,20
서울 용산구,강원 삼척시,10
서울 용산구,강원 홍천군,12
서울 용산구,강원 횡성군,6
서울 용산구,강원 영월군,6
서울 용산구,강원 평창군,11
서울 용산구,강원 정선군,4
서울 용산구,강원 철원군,16
서울 용산구,강원 화천군,7
서울 용산구,강원 양구군,5
서울 용산구,강원 인제군,14
서울 용산구,강원 고성군,9
서울 용산구,강원 양양군,11
서울 용산구,충북,224
서울 용산구,충북 청주시,107
서울 용산구,충북 충주시,33
서울 용산구,충북 제천시,18
서울 용산구,충북 보은군,4
서울 용산구,충북 옥천군,4
서울 용산구,충북 영동군,7
서울 용산구,충북 증평군,10
서울 용산구,충북 진천군,14
서울 용산구,충북 괴산군,4
서울 용산구,충북 음성군,22
서울 용산구,충북 단양군,1
서울 용산구,충남,377
서울 용산구,충남 천안시,135
서울 용산구,충남 공주시,11
서울 용산구,충남 보령시,11
서울 용산구,충남 아산시,73
서울 용산구,충남 서산시,34
서울 용산구,충남 논산시,21
서울 용산구,충남 계룡시,20
서울 용산구,충남 당진시,18
서울 용산구,충남 금산군,6
서울 용산구,충남 부여군,7
서울 용산구,충남 서천군,6
서울 용산구,충남 청양군,2
서울 용산구,충남 홍성군,15
서울 용산구,충남 예산군,10
서울 용산구,충남 태안군,8
서울 용산구,전특,212
서울 용산구,전특 전주시,93
서울 용산구,전특 군산시,39
서울 용산구,전특 익산시,20
서울 용산구,전특 정읍시,7
서울 용산구,전특 남원시,12
서울 용산구,전특 김제시,7
서울 용산구,전특 완주군,6
서울 용산구,전특 진안군,3
서울 용산구,전특 무주군,1
서울 용산구,전특 장수군,2
서울 용산구,전특 임실군,3
서울 용산구,전특 순창군,5
서울 용산구,전특 고창군,9
서울 용산구,전특 부안군,5
서울 용산구,전남,193
서울 용산구,전남 목포시,25
서울 용산구,전남 여수시,26
서울 용산구,전남 순천시,33
서울 용산구,전남 나주시,15
서울 용산구,전남 광양시,13
서울 용산구,전남 담양군,4
서울 용산구,전남 곡성군,8
서울 용산구,전남 구례군,5
서울 용산구,전남 고흥군,11
서울 용산구,전남 보성군,4
서울 용산구,전남 화순군,5
서울 용산구,전남 장흥군,7
서울 용산구,전남 강진군,1
서울 용산구,전남 해남군,5
서울 용산구,전남 영암군,4
서울 용산구,전남 무안군,6
